,Price,Bed,Bath,Toilet,Built or Serviced,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
29645,500000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Ajah,rent,0,0,0,1,0,0,0,0,0
29646,800000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Ajah,rent,0,0,0,1,0,0,0,0,0
29648,750000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Ajah,rent,0,0,0,1,0,0,0,0,0
29649,1300000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ajah,rent,1,1,0,1,0,0,0,0,0
29654,450000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,1,0,0,0,0,0,0,0
29655,150000.0,1.0,1.0,1.0,Newly Built,Mini flat,Ajah,rent,0,0,0,0,0,0,0,0,0
29656,1500000.0,3.0,4.0,4.0,Serviced,Terraced duplex,Ajah,rent,0,0,0,0,0,0,0,0,0
29657,750000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ajah,rent,0,1,0,0,0,0,0,0,0
29658,750000.0,2.0,3.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29659,900000.0,3.0,3.0,4.0,Newly Built,Detached bungalow,Ajah,rent,0,1,0,0,0,0,0,0,0
29660,250000.0,1.0,1.0,1.0,Furnished,Mini flat,Ajah,rent,1,0,0,1,0,0,0,0,0
29661,700000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Ajah,rent,0,0,0,1,0,0,0,0,0
29662,1800000.0,4.0,4.0,5.0,Serviced,Detached duplex,Ajah,rent,0,0,0,0,0,0,0,0,0
29664,2000000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Ajah,rent,0,0,0,1,0,0,0,0,0
29667,650000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Ajah,rent,0,0,0,1,0,0,0,0,0
29668,1000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29670,300000.0,1.0,1.0,1.0,Newly Built,Mini flat,Ajah,rent,0,0,0,0,0,0,0,0,0
29672,2000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ajah,rent,0,0,0,0,0,0,0,0,0
29673,1200000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29674,750000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,1,0,0,0,0,0
29676,650000.0,2.0,2.0,2.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29680,220000.0,1.0,1.0,1.0,Newly Built,Mini flat,Ajah,rent,0,0,0,0,0,0,0,0,0
29684,1500000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Ajah,rent,0,0,0,0,0,0,0,0,0
29685,1500000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Ajah,rent,0,0,0,0,0,0,0,0,0
29689,800000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29691,1800000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ajah,rent,0,0,0,0,0,0,0,0,0
29692,700000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29694,350000.0,1.0,1.0,1.0,Newly Built,Mini flat,Ajah,rent,1,0,0,0,0,0,0,0,0
29695,200000.0,1.0,1.0,1.0,Furnished,Self contain,Ajah,rent,0,0,0,1,0,0,0,0,0
29697,800000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29698,2000000.0,4.0,4.0,4.0,Newly Built,Semi detached duplex,Ajah,rent,0,0,0,0,0,0,0,0,0
29699,1000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29700,1400000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ajah,rent,0,0,0,1,0,0,0,0,0
29706,1500000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Ajah,rent,0,0,0,0,0,0,0,0,0
29707,850000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,1,0,0,0,1,0,0,0
29708,700000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29711,420000.0,1.0,1.0,1.0,Furnished,Mini flat,Ajah,rent,0,1,0,1,0,0,0,0,0
29712,1000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29713,1000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,rent,0,1,0,1,0,0,0,0,0
29714,1700000.0,4.0,5.0,5.0,Newly Built,Penthouse flat,Ajah,rent,1,1,0,0,0,0,0,0,0
29715,2000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ajah,rent,1,0,0,0,0,0,0,0,0
29716,1350000.0,2.0,3.0,3.0,Serviced,Flat / apartment,Ajah,rent,1,1,0,0,0,0,0,0,0
29717,700000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Ajah,rent,0,0,0,1,0,0,0,0,0
29718,350000.0,1.0,1.0,1.0,Serviced,Self contain,Ajah,rent,1,0,0,0,0,0,0,0,0
29723,550000.0,1.0,1.0,1.0,Serviced,Mini flat,Ajah,rent,1,0,0,0,0,0,0,0,0
29725,900000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29730,250000.0,1.0,1.0,1.0,Newly Built,Self contain,Ajah,rent,0,0,0,0,0,0,0,0,0
29740,700000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,rent,0,0,0,0,0,0,0,0,0
29788,1500000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ajah,rent,0,1,0,0,0,0,0,0,0
29874,250000.0,1.0,1.0,1.0,Newly Built,Self contain,Ajah,rent,0,0,0,0,0,0,0,0,0
30038,700000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,rent,1,1,0,0,0,0,0,0,0
31127,1400000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31133,1000000.0,2.0,2.0,2.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31135,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31136,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31139,1000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31140,800000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31141,1200000.0,2.0,3.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31142,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31144,1700000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31145,700000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31146,550000.0,1.0,1.0,1.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31162,700000.0,1.0,2.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31163,650000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31165,1200000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31167,1700000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31168,1700000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31169,550000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31170,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31171,1500000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31173,1200000.0,3.0,3.0,2.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31175,2300000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31176,1000000.0,3.0,4.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31187,500000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31189,550000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31191,1700000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31200,2000000.0,3.0,4.0,4.0,Serviced,Flat / apartment,Gbagada,rent,1,1,0,0,0,0,0,0,0
31201,2000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31202,1200000.0,3.0,4.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31214,1300000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31215,1300000.0,3.0,3.0,2.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31217,1300000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31219,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31229,300000.0,1.0,1.0,1.0,Newly Built,Self contain,Gbagada,rent,0,0,0,0,0,0,0,0,0
31245,500000.0,1.0,2.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31250,800000.0,2.0,2.0,1.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31251,1200000.0,3.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,1,0,1,0,0,0,0,0
31253,650000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31254,800000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31257,700000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,1,1,1,0,0,0,0,0
31261,1700000.0,1.0,1.0,1.0,Newly Built,Self contain,Gbagada,rent,0,0,0,0,0,0,0,0,0
31271,1500000.0,3.0,4.0,4.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31275,900000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31277,650000.0,2.0,2.0,2.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31281,1000000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31287,1700000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31289,1200000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Gbagada,rent,0,1,0,1,0,0,0,0,0
31294,1800000.0,2.0,2.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,1,0,1,0,0,0,0,0
31295,1000000.0,3.0,4.0,4.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31297,1100000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31300,1300000.0,4.0,3.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31302,1700000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31303,800000.0,2.0,3.0,2.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31307,750000.0,2.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31309,1400000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31311,1100000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31313,300000.0,1.0,1.0,1.0,Serviced,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31314,300000.0,1.0,1.0,1.0,Serviced,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31316,450000.0,1.0,1.0,1.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31318,800000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31319,1500000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31320,1200000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31321,950000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31325,500000.0,1.0,2.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31326,800000.0,2.0,3.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31331,1000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31333,450000.0,1.0,1.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31334,300000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31335,1000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31338,1000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31340,1000000.0,3.0,4.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31342,300000.0,1.0,1.0,1.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31345,1000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31346,600000.0,1.0,1.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31347,1000000.0,2.0,3.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31349,1000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31351,1000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31352,1000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31353,1000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31356,500000.0,1.0,1.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31360,500000.0,1.0,1.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31361,1200000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31362,250000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31363,800000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31364,1000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31366,2000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31367,2000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Gbagada,rent,1,1,0,0,0,0,0,0,0
31381,1300000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31387,900000.0,2.0,2.0,3.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31389,2400000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31393,1400000.0,2.0,2.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31396,1200000.0,3.0,4.0,4.0,Furnished,Penthouse flat,Gbagada,rent,0,1,1,1,0,0,0,0,0
31397,1000000.0,3.0,2.0,2.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31399,1500000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,1,0,0,1,0,0,0,0,0
31406,1300000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31407,1800000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31409,2000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,1,1,1,0,0,0,0,0
31410,1000000.0,2.0,2.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31411,1500000.0,3.0,3.0,4.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31413,350000.0,0.0,1.0,1.0,Furnished,Self contain,Gbagada,rent,0,0,0,1,0,0,0,0,0
31414,1500000.0,3.0,3.0,4.0,Furnished,Detached duplex,Gbagada,rent,0,0,0,1,0,0,0,0,0
31416,900000.0,2.0,2.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31417,700000.0,1.0,2.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31419,1400000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,1,0,0,1,0,0,0,0,0
31420,2000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31421,1200000.0,2.0,2.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31423,1600000.0,2.0,2.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31424,1200000.0,2.0,2.0,3.0,Furnished,Blocks of flats,Gbagada,rent,1,0,0,1,0,0,0,0,0
31426,2300000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31427,1100000.0,2.0,3.0,3.0,Newly Built,Penthouse flat,Gbagada,rent,1,1,1,0,0,0,0,0,0
31428,800000.0,2.0,2.0,2.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31429,1200000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31431,1600000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,1,0,0,1,0,0,0,0,0
31432,1000000.0,2.0,2.0,2.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31433,500000.0,1.0,1.0,1.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31434,1200000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31437,1800000.0,2.0,3.0,3.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31439,750000.0,1.0,1.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31443,1100000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31444,800000.0,1.0,2.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31450,600000.0,1.0,1.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31451,1500000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31452,1400000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31455,1800000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31458,2000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31459,700000.0,1.0,1.0,1.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31460,950000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31462,1300000.0,2.0,3.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,1,0,0,0,0,0,0,0,0
31547,600000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31552,1500000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31553,600000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,1,0,0,0,0,0,0,0,0
31556,1000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31558,1000000.0,2.0,2.0,2.0,Furnished,Flat / apartment,Gbagada,rent,1,0,0,1,0,0,0,0,0
31559,1300000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,1,0,0,0,0,0,0,0,0
31560,1000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,1,0,0,0,0,0,0,0,0
31561,1100000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,1,0,0,0,0,0,0,0,0
31567,1300000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31568,1300000.0,3.0,3.0,3.0,Serviced,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31569,1300000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Gbagada,rent,0,0,0,1,0,0,0,0,0
31570,700000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31571,1800000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31572,650000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31573,1300000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31575,650000.0,1.0,1.0,2.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31576,1500000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,1,0,1,0,0,0,0,1
31577,1200000.0,0.0,0.0,0.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31585,2000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Gbagada,rent,0,1,0,0,0,0,0,0,0
31598,2300000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31619,1500000.0,3.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31620,1500000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31621,2000000.0,5.0,5.0,5.0,Serviced,Flat / apartment,Gbagada,rent,1,0,0,0,0,0,0,0,0
31624,1800000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31631,1000000.0,2.0,3.0,3.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31633,800000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31634,2000000.0,3.0,4.0,4.0,Furnished,Detached duplex,Gbagada,rent,0,0,0,1,0,0,0,0,0
31635,1500000.0,2.0,2.0,2.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31636,1300000.0,2.0,3.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31637,2200000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31638,1000000.0,2.0,3.0,3.0,Furnished,Penthouse flat,Gbagada,rent,1,0,0,1,0,0,0,0,0
31639,1000000.0,2.0,3.0,3.0,Furnished,Penthouse flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31640,1500000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31642,300000.0,0.0,0.0,0.0,Newly Built,Self contain,Gbagada,rent,0,0,0,0,0,0,0,0,0
31645,2200000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31648,1500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Gbagada,rent,0,1,0,0,0,0,0,0,0
31649,700000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31650,2000000.0,3.0,3.0,4.0,Furnished,Terraced duplex,Gbagada,rent,0,1,0,1,0,0,0,0,0
31662,1500000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31675,2000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31677,1100000.0,3.0,2.0,2.0,Newly Built,Blocks of flats,Gbagada,rent,0,0,0,0,0,0,0,0,0
31678,180000.0,1.0,1.0,1.0,Newly Built,Self contain,Gbagada,rent,0,0,0,0,0,0,0,0,0
31686,2300000.0,3.0,3.0,4.0,Furnished,Semi detached duplex,Gbagada,rent,0,0,0,1,0,0,0,0,0
31687,900000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31693,1400000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31694,1500000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31695,1100000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Gbagada,rent,0,0,0,1,0,0,0,0,0
31697,500000.0,1.0,1.0,1.0,Newly Built,Mini flat,Gbagada,rent,0,0,0,0,0,0,0,0,0
31708,1700000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
31715,400000.0,1.0,2.0,2.0,Furnished,Mini flat,Gbagada,rent,0,0,0,1,0,0,0,0,0
31725,200000.0,0.0,0.0,0.0,Furnished,Self contain,Gbagada,rent,0,1,0,1,0,0,0,0,0
31732,1400000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Gbagada,rent,0,0,0,0,0,0,0,0,0
