,Price,Bed,Bath,Toilet,Built or Serviced,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
42422,15000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42423,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,0
42426,7000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42427,15000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,1,1,0,0,0,0,0,1,1
42429,3800000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42430,9000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42431,12000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42432,6000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42433,9500000.0,4.0,3.0,4.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42434,7000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42436,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,0
42438,9000000.0,3.0,0.0,0.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,1,0,0,1,0,0,1
42441,7000000.0,2.0,2.0,3.0,Furnished,Flat / apartment,Ikoyi,rent,1,0,0,1,0,0,0,0,1
42442,14000000.0,3.0,4.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,0,1,0,1,0,1,0,0,1
42443,450000.0,1.0,1.0,1.0,Serviced,Mini flat,Ikoyi,rent,0,1,0,0,0,0,0,0,0
42448,5500000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42452,5000000.0,3.0,4.0,4.0,Serviced,Penthouse flat,Ikoyi,rent,0,1,0,0,0,0,0,0,1
42456,6000000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,1,1
42457,13000000.0,4.0,4.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,1,0,0,1,0,0,0,1,1
42458,10000000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Ikoyi,rent,1,0,0,1,0,0,0,1,1
42459,6000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,1
42463,20000000.0,4.0,5.0,5.0,Furnished,Flat / apartment,Ikoyi,rent,0,1,0,1,0,0,0,0,1
42464,18000000.0,3.0,4.0,4.0,Serviced,Massionette house,Ikoyi,rent,0,0,0,0,0,0,0,0,1
42466,13000000.0,3.0,4.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,1,0,1,1
42468,16000000.0,3.0,4.0,4.0,Serviced,Massionette house,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42470,20000000.0,3.0,4.0,4.0,Serviced,Massionette house,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42475,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,1
42476,7000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ikoyi,rent,1,0,0,0,0,0,0,0,0
42477,5000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Ikoyi,rent,1,0,0,0,0,0,0,0,0
42490,10000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42491,12000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42494,13000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42495,20000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,1,1,0,0,0,1,1
42496,15000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42498,13000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42499,11000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42500,15000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42501,13000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42502,8500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42503,5500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,0,1
42504,15000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42505,12000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42508,17500000.0,4.0,5.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,1,0,0,0,1,1
42509,9000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,1,0,0,0,0,0,0,0,1
42510,7500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,1
42511,8000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42513,12500000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42514,18000000.0,3.0,4.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,1,1,0,0,0,1,0,1,1
42515,6000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42519,7000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,0
42522,7000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42540,4000000.0,4.0,4.0,5.0,Furnished,Penthouse flat,Ikoyi,rent,0,1,0,1,0,0,0,0,1
42545,4500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42546,6000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42548,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42551,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,0,0
42553,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,0,0
42555,3800000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42560,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42566,15000000.0,4.0,4.0,6.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42567,13000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42568,7000000.0,1.0,1.0,2.0,Furnished,Mini flat,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42576,3500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42580,8000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42582,9000000.0,5.0,5.0,6.0,Serviced,Terraced duplex,Ikoyi,rent,1,0,0,0,0,0,0,1,1
42589,20000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42593,12000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ikoyi,rent,0,1,0,1,0,0,0,1,1
42595,8000000.0,4.0,4.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42596,8000000.0,4.0,4.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42597,8000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42601,8000000.0,4.0,4.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42603,20000000.0,4.0,4.0,5.0,Serviced,Detached duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,1
42615,13000000.0,4.0,4.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42616,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,1,1,0,0,0,0,0,1,0
42619,8000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,1,0,1,1
42620,12000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42622,12000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42623,14000000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,1,1
42624,16000000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42625,15000000.0,7.0,7.0,7.0,Newly Built,Detached duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42626,4000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42628,14000000.0,3.0,3.0,2.0,Furnished,Flat / apartment,Ikoyi,rent,0,1,0,1,0,1,0,0,1
42629,15000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,1,1,0,1,0,0,0,0,0
42630,7000000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Ikoyi,rent,0,1,0,1,0,0,0,1,1
42636,7500000.0,3.0,4.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,1,0,0,0,0,0,1
42637,7000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,1,1,0,0,0,0,0,1,1
42638,5000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42642,8000000.0,5.0,5.0,6.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42643,6000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42645,4500000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42646,6000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42647,12000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42648,5000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,1,0,0,0,0,0,0,1,1
42650,14000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42651,5500000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42653,4500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42654,3500000.0,1.0,1.0,2.0,Serviced,Mini flat,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42656,10500000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42657,7000000.0,4.0,4.0,5.0,Furnished,Mini flat,Ikoyi,rent,0,1,0,1,0,0,0,1,1
42658,18000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42659,12000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42660,12000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,1,0,0,0,0,0,0,1,1
42661,5000000.0,2.0,2.0,3.0,Serviced,Penthouse flat,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42662,15000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42663,18000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42664,16000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42665,15000000.0,0.0,0.0,0.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42671,15000000.0,4.0,4.0,4.0,Newly Built,Detached duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42672,7000000.0,3.0,3.0,1.0,Furnished,Flat / apartment,Ikoyi,rent,1,1,0,1,0,1,0,1,1
42673,7000000.0,3.0,3.0,1.0,Serviced,Flat / apartment,Ikoyi,rent,1,1,0,0,0,1,0,1,1
42678,7000000.0,3.0,3.0,3.0,Newly Built,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42679,7000000.0,2.0,2.0,3.0,Serviced,Penthouse flat,Ikoyi,rent,0,1,1,0,0,0,0,1,1
42680,8000000.0,3.0,3.0,4.0,Serviced,Mini flat,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42681,6500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42691,7500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42693,16500000.0,4.0,4.0,4.0,Furnished,Semi detached duplex,Ikoyi,rent,0,0,0,1,0,1,0,0,0
42715,6000000.0,0.0,2.0,0.0,Furnished,Flat / apartment,Ikoyi,rent,0,1,0,1,0,0,0,0,1
42728,15000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,1,1
42730,13000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,1,0,1,0,1,0
42740,15000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42750,12000000.0,3.0,3.0,4.0,Furnished,Terraced duplex,Ikoyi,rent,1,1,0,1,0,0,0,1,1
42751,13000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ikoyi,rent,0,1,0,1,0,1,0,1,1
42752,14000000.0,4.0,4.0,4.0,Furnished,Semi detached duplex,Ikoyi,rent,0,0,0,1,0,0,0,0,1
42753,8000000.0,3.0,3.0,0.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42755,20000000.0,5.0,5.0,0.0,Furnished,Semi detached duplex,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42757,4500000.0,3.0,2.0,3.0,Furnished,Flat / apartment,Ikoyi,rent,0,1,0,1,0,0,0,1,1
42762,10000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Ikoyi,rent,0,0,0,1,0,0,0,0,1
42766,18000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42769,7000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ikoyi,rent,0,1,1,1,0,0,0,1,1
42774,24000000.0,3.0,3.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,1,0,0,0,0,0,0,0,0
42777,8000000.0,3.0,3.0,3.0,Furnished,Blocks of flats,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42779,1000000.0,1.0,1.0,1.0,Serviced,Mini flat,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42780,3500000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42782,5000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,1,0,0,0,0,1,1
42783,4500000.0,2.0,2.0,3.0,Serviced,Massionette house,Ikoyi,rent,0,1,1,0,0,0,0,1,1
42784,7000000.0,3.0,3.0,4.0,Serviced,Massionette house,Ikoyi,rent,0,1,1,0,0,0,0,1,1
42786,6000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42787,6000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,1,1,1,0,0,0,0,0,0
42788,5000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,0,0
42789,13000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42793,14000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,0,1
42794,15000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,0,0,0,0,0,0,1,1
42795,4000000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Ikoyi,rent,0,0,0,1,0,0,0,0,0
42798,2500000.0,1.0,1.0,2.0,Serviced,Mini flat,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42818,9000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Ikoyi,rent,0,1,0,0,0,0,0,1,1
42820,8000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ikoyi,rent,0,0,0,0,0,0,0,0,0
42879,17000000.0,5.0,5.0,5.0,Serviced,Detached duplex,Ikoyi,rent,0,0,0,0,0,0,0,1,1
43634,4000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki phase 1,rent,0,0,0,0,0,0,0,1,1
43635,2000000.0,2.0,2.0,2.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,0
43636,1800000.0,1.0,1.0,2.0,Serviced,Mini flat,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43638,2500000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43639,6000000.0,5.0,5.0,6.0,Furnished,Terraced duplex,Lekki phase 1,rent,0,1,0,1,0,1,0,0,0
43643,3500000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43644,4000000.0,4.0,3.0,3.0,Serviced,Blocks of flats,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43645,4000000.0,3.0,3.0,3.0,Furnished,Terraced duplex,Lekki,rent,0,0,0,1,0,0,0,0,1
43649,5000000.0,4.0,5.0,5.0,Newly Built,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43650,1800000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43652,6000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43653,3500000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43655,3500000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43658,650000.0,4.0,5.0,5.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,1
43659,1500000.0,1.0,1.0,1.0,Furnished,Mini flat,Lekki phase 1,rent,0,0,0,1,0,0,0,0,0
43660,3200000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Lekki,rent,0,1,0,0,1,1,0,0,0
43662,3500000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43663,4000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Lekki,rent,0,1,0,0,0,0,0,0,0
43665,4000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Lekki phase 1,rent,0,0,0,1,0,0,0,0,0
43666,2500000.0,3.0,3.0,3.0,Furnished,Self contain,Lekki,rent,0,1,1,1,0,0,0,0,0
43667,2500000.0,2.0,3.0,3.0,Newly Built,Self contain,Lekki,rent,0,0,0,0,0,0,0,0,0
43668,5000000.0,4.0,5.0,5.0,Newly Built,Detached duplex,Lekki,rent,0,0,1,0,0,0,0,0,0
43669,1000000.0,1.0,2.0,2.0,Furnished,Mini flat,Lekki,rent,1,0,0,1,0,0,0,0,0
43670,500000.0,1.0,1.0,1.0,Newly Built,Self contain,Lekki,rent,0,0,0,0,0,0,0,0,0
43671,420000.0,1.0,1.0,1.0,Serviced,Mini flat,Lekki,rent,0,0,0,0,0,0,0,0,0
43672,3000000.0,7.0,9.0,10.0,Serviced,Blocks of flats,Lekki,rent,0,0,0,0,0,0,0,0,0
43673,900000.0,1.0,1.0,2.0,Serviced,Mini flat,Lekki,rent,1,0,0,0,0,0,0,0,0
43674,3000000.0,7.0,9.0,10.0,Serviced,Blocks of flats,Lekki,rent,0,0,0,0,0,0,0,0,0
43675,3000000.0,2.0,2.0,2.0,Furnished,Mini flat,Lekki,rent,0,0,0,1,0,0,0,0,0
43676,1000000.0,1.0,1.0,2.0,Serviced,Mini flat,Lekki,rent,0,0,0,0,0,0,0,0,0
43677,3500000.0,4.0,5.0,5.0,Serviced,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43678,2600000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki,rent,0,1,0,0,0,1,0,0,0
43681,3000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43686,2200000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43687,4000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,rent,1,1,0,0,1,0,0,0,0
43690,3500000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43691,2500000.0,2.0,2.0,3.0,Newly Built,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43692,4000000.0,4.0,4.0,5.0,Newly Built,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43693,5500000.0,4.0,4.0,5.0,Serviced,Detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43694,2300000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43695,2100000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43697,5000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43698,2700000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43699,3800000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,0
43700,3000000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43701,3500000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43703,3000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,0
43705,4000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43706,4000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43707,2000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43708,4500000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43709,1400000.0,3.0,3.0,4.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,0
43710,3500000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,0
43711,3500000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43712,3000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43713,2800000.0,4.0,4.0,5.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43714,3000000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,0
43715,3500000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43718,2500000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,0
43719,3500000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43720,4000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Lekki,rent,0,0,0,1,0,0,0,0,0
43721,1500000.0,1.0,1.0,1.0,Serviced,Mini flat,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43722,2000000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Lekki,rent,0,0,0,0,0,0,0,0,0
43723,3000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43724,5000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43725,2800000.0,4.0,4.0,4.0,Serviced,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43726,1000000.0,1.0,1.0,2.0,Newly Built,Mini flat,Lekki,rent,0,0,0,0,0,0,0,0,0
43728,2000000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43729,3500000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43730,3500000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Lekki,rent,0,0,0,1,0,0,0,0,0
43731,2000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Lekki,rent,0,0,0,1,0,0,0,0,0
43732,2000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Lekki,rent,0,0,1,1,0,0,0,0,0
43733,3000000.0,3.0,3.0,4.0,Furnished,Semi detached duplex,Lekki phase 1,rent,0,0,0,1,0,0,0,0,0
43734,3000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Lekki,rent,0,0,0,0,0,0,0,0,0
43735,3500000.0,4.0,4.0,5.0,Furnished,Detached duplex,Lekki,rent,0,0,0,1,0,0,0,0,0
43736,3500000.0,3.0,3.0,4.0,Serviced,Blocks of flats,Lekki phase 1,rent,0,0,0,0,0,0,0,0,0
43738,1350000.0,1.0,1.0,1.0,Furnished,Mini flat,Lekki phase 1,rent,0,0,0,1,0,0,0,0,0
43739,2500000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Lekki,rent,0,1,0,0,0,0,0,0,0
43740,3800000.0,4.0,4.0,5.0,Serviced,Flat / apartment,Lekki,rent,0,0,0,0,0,0,0,0,0
