,Price,Bed,Bath,Toilet,Built or Serviced,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
325,22000000.0,4.0,5.0,5.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
326,39500000.0,3.0,3.0,3.0,Serviced,Terraced duplex,Ajah,sale,0,1,1,0,0,0,0,1,1
333,33000000.0,3.0,4.0,4.0,Furnished,Detached bungalow,Ajah,sale,0,0,0,1,0,0,0,0,0
334,19000000.0,2.0,2.0,2.0,Serviced,Flat / apartment,Ajah,sale,1,0,0,0,0,0,0,0,0
335,11000000.0,1.0,1.0,1.0,Serviced,Mini flat,Ajah,sale,0,0,0,0,0,0,0,0,0
340,75000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
341,38000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
342,55000000.0,4.0,5.0,6.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
344,14000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
347,53000000.0,3.0,3.0,3.0,Serviced,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
350,45000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
351,55000000.0,6.0,7.0,7.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
354,85000000.0,4.0,5.0,5.0,Furnished,Flat / apartment,Ajah,sale,0,0,0,1,0,1,0,0,0
355,47000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
356,38000000.0,6.0,6.0,8.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
357,52000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
359,45000000.0,5.0,6.0,6.0,Serviced,Detached bungalow,Ajah,sale,0,0,0,0,0,0,0,0,0
360,23500000.0,2.0,2.0,2.0,Serviced,Blocks of flats,Ajah,sale,0,0,1,0,0,1,0,1,0
362,24000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
363,12000000.0,2.0,2.0,2.0,Newly Built,Blocks of flats,Ajah,sale,0,0,0,0,0,0,0,0,0
365,55000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
366,40000000.0,3.0,4.0,4.0,Furnished,Detached bungalow,Ajah,sale,0,0,0,1,0,0,0,0,0
370,37000000.0,5.0,5.0,6.0,Newly Built,Terraced duplex,Ajah,sale,0,0,1,0,0,1,0,0,0
372,35000000.0,3.0,4.0,4.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,1,0,0,0
375,48500000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
376,18000000.0,1.0,1.0,2.0,Serviced,Mini flat,Ajah,sale,0,0,0,0,0,0,0,0,0
378,40000000.0,4.0,6.0,6.0,Newly Built,Semi detached duplex,Ajah,sale,1,1,0,0,0,0,0,0,0
379,50000000.0,4.0,4.0,4.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
381,40000000.0,3.0,4.0,4.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
382,35000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,1,0,0,0
383,27000000.0,3.0,3.0,3.0,Furnished,Semi detached duplex,Ajah,sale,1,1,1,1,0,0,0,0,0
384,50000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
385,25000000.0,3.0,3.0,4.0,Furnished,Terraced duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
386,27000000.0,2.0,2.0,3.0,Serviced,Blocks of flats,Ajah,sale,0,0,0,0,0,0,0,0,0
393,10500000.0,1.0,1.0,2.0,Newly Built,Mini flat,Ajah,sale,0,0,0,0,0,0,0,0,0
396,50000000.0,5.0,6.0,6.0,Furnished,Blocks of flats,Ajah,sale,0,0,0,1,0,0,0,0,0
397,28000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
398,25000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Ajah,sale,0,0,0,0,0,0,0,0,0
399,25000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
400,95000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,1
403,42000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
405,27000000.0,2.0,2.0,3.0,Serviced,Flat / apartment,Ajah,sale,1,1,0,0,1,1,0,1,1
406,28000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
407,55000000.0,5.0,6.0,6.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,1
409,13095000.0,3.0,3.0,3.0,Furnished,Flat / apartment,Ajah,sale,0,0,0,1,0,0,0,0,0
410,40000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
411,60000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
413,42000000.0,4.0,4.0,5.0,Furnished,Terraced duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
414,35000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Ajah,sale,0,1,0,1,0,0,0,0,0
415,55000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,1,0,0,0
416,62000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
417,40000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
418,53000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
421,35000000.0,3.0,4.0,4.0,Furnished,Semi detached bungalow,Ajah,sale,0,0,0,1,0,0,0,0,0
423,75000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,1
426,55000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
427,45000000.0,4.0,5.0,6.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
429,39200000.0,3.0,4.0,3.0,Newly Built,Semi detached duplex,Ajah,sale,1,1,0,0,0,0,0,0,0
431,80000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
433,52000000.0,5.0,6.0,6.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,1,0,0,0
434,60000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Ajah,sale,0,1,0,1,0,1,0,0,1
435,29500000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
436,22000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ajah,sale,0,0,0,1,0,0,0,0,0
437,43000000.0,4.0,6.0,6.0,Serviced,Semi detached duplex,Ajah,sale,1,1,1,0,0,0,0,0,0
438,50000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
439,35000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
440,55000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
441,30000000.0,3.0,4.0,4.0,Furnished,Detached bungalow,Ajah,sale,0,1,0,1,0,1,0,0,0
442,42000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,1,0,0,0
443,25000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
445,35000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ajah,sale,1,0,0,0,0,0,0,0,0
446,55000000.0,4.0,5.0,5.0,Newly Built,Detached duplex,Ajah,sale,1,1,0,0,0,1,0,0,0
448,25000000.0,4.0,5.0,5.0,Serviced,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
450,44000000.0,4.0,5.0,6.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
451,65000000.0,3.0,3.0,4.0,Newly Built,Blocks of flats,Ajah,sale,0,0,0,0,0,0,0,0,0
452,27500000.0,3.0,4.0,4.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
453,35000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Ajah,sale,1,1,0,1,0,1,0,0,0
454,12000000.0,3.0,3.0,4.0,Newly Built,Semi detached bungalow,Ajah,sale,0,1,0,0,0,0,0,0,0
455,60000000.0,6.0,6.0,7.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
458,55000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Ajah,sale,1,0,0,1,0,0,0,0,0
459,35000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
460,37500000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,1,0,1,0,0,0,0,0
461,65000000.0,5.0,6.0,6.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,1,0,0,1
462,40000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
463,37000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
464,42000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
467,35000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
469,45000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,1,0,0,0
470,53000000.0,3.0,4.0,4.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
474,53000000.0,3.0,3.0,4.0,Serviced,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
477,11000000.0,1.0,1.0,2.0,Newly Built,Mini flat,Ajah,sale,0,0,0,0,0,0,0,0,0
478,40000000.0,6.0,7.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
479,45000000.0,4.0,4.0,4.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,0
480,35000000.0,3.0,3.0,4.0,Furnished,Flat / apartment,Ajah,sale,0,1,0,1,0,1,0,0,0
481,60000000.0,4.0,3.0,3.0,Serviced,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
482,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,1
483,30000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
484,60000000.0,4.0,3.0,3.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
485,14000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
487,60000000.0,4.0,5.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,1,0,1,1,0,0,0,0
491,75000000.0,5.0,6.0,6.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
492,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,1,0,0,0,0,1,0,0,0
493,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,1,1,0,0,0,1,0,0,0
495,70000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
496,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,1,0,0,0
497,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
498,75000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,1,1,0,0,0,1,0,0,0
499,34000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
500,40000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
501,34000000.0,3.0,3.0,4.0,Newly Built,Detached bungalow,Ajah,sale,1,0,0,0,0,0,0,0,0
502,55000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
503,95000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,1,1,0,1,1
504,45000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
505,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,1,0,0,0,0
506,45000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,1,0,0,1
507,53000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,1,0,0,0,0
508,65000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,1
510,49000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,1,0,0,0,0
512,33000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
515,50000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,1,0,0,0,0,0,0,0,0
516,35000000.0,3.0,3.0,4.0,Newly Built,Massionette house,Ajah,sale,0,1,0,0,0,1,0,0,0
517,45000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
520,40000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
522,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,0
523,60000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,1,0,0,0
524,22000000.0,1.0,1.0,0.0,Newly Built,Mini flat,Ajah,sale,0,1,1,0,0,0,0,0,0
525,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,1,1,0,0,0,1,0,0,0
526,35000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,1,0,0,0,0,1,0,0,0
527,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,1,0,0,0,0
528,45000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,1,1,0,0,0,1,0,0,0
529,35000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
530,80000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
531,60000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,1,1,0,0,0,1,0,0,0
532,40000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,1,1,0,0,0,1,0,0,0
533,20000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
536,55000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
537,42000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
538,60000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
540,42000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
541,70000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,1,0,0,0,1
543,75000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,1,0,0,0
545,35000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,1,1,1,0,0,1,0,0,0
547,45000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ajah,sale,0,0,0,0,0,1,0,0,0
548,95000000.0,5.0,5.0,5.0,Serviced,Detached duplex,Ajah,sale,1,1,0,0,0,0,0,0,0
549,40000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
550,35000000.0,3.0,4.0,4.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
553,53000000.0,5.0,7.0,7.0,Furnished,Semi detached bungalow,Ajah,sale,0,0,0,1,0,0,0,0,0
555,29000000.0,3.0,3.0,4.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
557,70000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,1
558,32000000.0,4.0,4.0,5.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,1,0,0,0
559,16000000.0,1.0,1.0,2.0,Newly Built,Mini flat,Ajah,sale,0,0,0,0,0,0,0,0,0
560,22000000.0,2.0,2.0,3.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
561,38000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,1,1,1,0,0,1,0,0,0
562,60000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
563,55000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,1,0,0,0
569,10000000.0,4.0,6.0,6.0,Furnished,Detached duplex,Ajah,sale,0,1,0,1,0,0,0,0,0
570,85000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
571,95000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,1
573,45000000.0,4.0,4.0,4.0,Newly Built,Semi detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
574,20000000.0,4.0,6.0,6.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
575,50000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
576,10000000.0,4.0,6.0,6.0,Furnished,Detached duplex,Ajah,sale,0,1,0,1,0,0,0,0,0
579,10000000.0,4.0,6.0,6.0,Furnished,Detached duplex,Ajah,sale,0,1,0,1,0,0,0,0,0
580,35000000.0,3.0,3.0,4.0,Serviced,Massionette house,Ajah,sale,0,0,0,0,0,0,0,0,0
583,47000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
585,90000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,0
586,42000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
590,31000000.0,3.0,4.0,4.0,Furnished,Terraced duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
591,45000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
592,31000000.0,3.0,4.0,4.0,Serviced,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
596,90000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,1,1
597,36000000.0,4.0,5.0,5.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
598,52000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,1
599,25000000.0,3.0,4.0,5.0,Furnished,Terraced duplex,Ajah,sale,0,0,1,1,0,1,0,1,0
600,20000000.0,3.0,3.0,4.0,Furnished,Detached bungalow,Ajah,sale,0,0,0,1,0,0,0,0,0
602,95000000.0,5.0,6.0,7.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
604,60000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
605,80000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,1
607,75000000.0,4.0,4.0,5.0,Serviced,Terraced duplex,Ajah,sale,0,1,1,0,0,0,0,0,0
608,32000000.0,3.0,4.0,4.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
610,55000000.0,4.0,4.0,5.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,1,0,0,0
611,45000000.0,4.0,4.0,5.0,Serviced,Semi detached duplex,Ajah,sale,0,1,0,0,0,1,0,1,1
613,40000000.0,5.0,5.0,6.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
614,90000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,1,0,0,1,0,0,0
615,40000000.0,5.0,5.0,6.0,Furnished,Detached duplex,Ajah,sale,0,1,0,1,0,0,0,0,0
616,35000000.0,4.0,5.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
618,35000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
620,35000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
621,35000000.0,3.0,3.0,4.0,Newly Built,Detached bungalow,Ajah,sale,0,0,0,0,0,0,0,0,0
622,57000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
624,29000000.0,2.0,3.0,3.0,Furnished,Terraced duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
625,41000000.0,3.0,3.0,4.0,Newly Built,Terraced duplex,Ajah,sale,0,1,0,0,0,0,0,1,1
626,30000000.0,3.0,3.0,4.0,Furnished,Detached bungalow,Ajah,sale,0,0,0,1,0,0,0,0,0
627,70000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,1,1,0,0,0,1,0,0,0
628,38000000.0,4.0,4.0,5.0,Newly Built,Semi detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
629,60000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,0
630,35000000.0,3.0,3.0,4.0,Newly Built,Massionette house,Ajah,sale,0,0,0,0,0,1,0,0,0
631,53000000.0,4.0,4.0,4.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
633,75000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
635,50000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
637,40000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Ajah,sale,0,1,0,0,0,1,0,0,1
638,33000000.0,2.0,3.0,3.0,Furnished,Blocks of flats,Ajah,sale,0,0,0,1,0,0,0,0,0
639,62000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,1,1,0,0,0,0,0,0,0
640,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,1
642,45000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
643,60000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,1
644,50000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
645,24500000.0,2.0,3.0,3.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
646,85000000.0,5.0,5.0,5.0,Furnished,Detached duplex,Ajah,sale,0,0,0,1,0,0,0,1,1
649,85000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,1
650,50000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,0
653,90000000.0,5.0,5.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,1,1
654,55000000.0,4.0,4.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,1,0,0,0
655,24500000.0,3.0,5.0,5.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
656,22000000.0,3.0,4.0,4.0,Newly Built,Detached bungalow,Ajah,sale,0,1,1,0,0,0,0,0,0
657,80000000.0,4.0,5.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
658,27000000.0,3.0,3.0,4.0,Newly Built,Detached bungalow,Ajah,sale,0,1,0,0,1,0,0,0,0
659,37000000.0,5.0,6.0,6.0,Newly Built,Terraced duplex,Ajah,sale,0,0,1,0,0,1,0,0,0
661,85000000.0,5.0,5.0,5.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
663,35000000.0,4.0,5.0,5.0,Newly Built,Flat / apartment,Ajah,sale,0,0,0,0,0,0,0,0,0
665,17000000.0,2.0,3.0,3.0,Furnished,Semi detached bungalow,Ajah,sale,0,0,0,1,0,0,0,0,0
666,14500000.0,3.0,4.0,4.0,Newly Built,Detached bungalow,Ajah,sale,1,0,0,0,0,0,0,0,0
667,25000000.0,3.0,3.0,3.0,Serviced,Semi detached duplex,Ajah,sale,1,0,0,0,0,0,0,0,0
670,38000000.0,3.0,4.0,5.0,Newly Built,Detached bungalow,Ajah,sale,1,1,0,0,0,0,0,0,0
671,53000000.0,3.0,3.0,4.0,Furnished,Semi detached duplex,Ajah,sale,0,0,0,1,0,0,0,0,0
672,48000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
675,35000000.0,2.0,2.0,3.0,Serviced,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
676,41000000.0,3.0,3.0,4.0,Serviced,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
678,50000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Ajah,sale,0,1,0,1,0,1,0,0,0
679,50000000.0,4.0,4.0,5.0,Furnished,Detached duplex,Ajah,sale,0,1,0,1,0,1,0,0,0
683,50000000.0,4.0,4.0,4.0,Newly Built,Terraced duplex,Ajah,sale,0,0,0,0,0,0,0,0,0
722,50000000.0,4.0,5.0,6.0,Serviced,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,0
729,85000000.0,5.0,6.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,0,0,0,0,0,0,0,1
750,72000000.0,5.0,6.0,6.0,Newly Built,Detached duplex,Ajah,sale,0,1,0,0,0,0,0,0,1
